name,id,accuracy,pp,power,priority,type,generation,short_descripton,damage_class
Max Steelspike,774,,10,10.0,0,Acier,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Drum Beating,778,100.0,10,80.0,0,Plante,Generation Viii,Has a $effect_chance% chance to lower the target's Speed by one stage.,Physique
Snap Trap,779,100.0,15,35.0,0,Plante,Generation Viii,Prevents the target from fleeing and inflicts damage for 2-5 turns.,Physique
Pyro Ball,780,90.0,5,120.0,0,Feu,Generation Viii,Has a $effect_chance% chance to burn the target.,Physique
Breaking Swipe,784,100.0,15,60.0,0,Dragon,Generation Viii,Lowers the target's Attack by one stage after inflicting damage.,Physique
Branch Poke,785,100.0,40,40.0,0,Plante,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Grav Apple,788,100.0,10,80.0,0,Plante,Generation Viii,Lowers the target's Defense by one stage after inflicting damage.,Physique
Spirit Break,789,100.0,15,75.0,0,Fée,Generation Viii,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Physique
Strange Steam,790,95.0,10,90.0,0,Fée,Generation Viii,Has a $effect_chance% chance to confuse the target.,Spécial
False Surrender,793,,10,80.0,0,Ténèbres,Generation Viii,Never misses.,Physique
Meteor Assault,794,100.0,5,150.0,0,Combat,Generation Viii,User foregoes its next turn to recharge.,Physique
Eternabeam,795,90.0,5,160.0,0,Dragon,Generation Viii,User foregoes its next turn to recharge.,Spécial
Steel Beam,796,95.0,5,140.0,0,Acier,Generation Viii,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.",Spécial
Expanding Force,797,100.0,10,80.0,0,Psy,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Steel Roller,798,100.0,5,130.0,0,Acier,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Scale Shot,799,90.0,20,25.0,0,Dragon,Generation Viii,Boosts the user's Speed and lowers their Defense by one stage after inflicting damage two to five times in a row.,Physique
Meteor Beam,800,90.0,10,120.0,0,Roche,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Shell Side Arm,801,100.0,10,90.0,0,Poison,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Misty Explosion,802,100.0,5,100.0,0,Fée,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Grassy Glide,803,100.0,20,70.0,0,Plante,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Rising Voltage,804,100.0,20,70.0,0,Électrik,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Terrain Pulse,805,100.0,10,50.0,0,Normal,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Skitter Smack,806,90.0,10,70.0,0,Insecte,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Burning Jealousy,807,100.0,5,70.0,0,Feu,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Lash Out,808,100.0,5,75.0,0,Ténèbres,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Poltergeist,809,90.0,5,110.0,0,Spectre,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Corrosive Gas,810,100.0,40,,0,Poison,Generation Viii,Inflige des dégâts normaux with no additional effect.,Statut
Coaching,811,,10,,0,Combat,Generation Viii,Inflige des dégâts normaux with no additional effect.,Statut
Flip Turn,812,100.0,20,60.0,0,Eau,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Triple Axel,813,90.0,10,20.0,0,Glace,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Dual Wingbeat,814,90.0,10,40.0,0,Vol,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Scorching Sands,815,100.0,10,70.0,0,Sol,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Jungle Healing,816,,10,,0,Plante,Generation Viii,Inflige des dégâts normaux with no additional effect.,Statut
Wicked Blow,817,100.0,5,80.0,0,Ténèbres,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Surging Strikes,818,100.0,5,25.0,0,Eau,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Thunder Cage,819,90.0,15,80.0,0,Électrik,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Dragon Energy,820,100.0,5,150.0,0,Dragon,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Freezing Glare,821,100.0,10,90.0,0,Psy,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Fiery Wrath,822,100.0,10,90.0,0,Ténèbres,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Thunderous Kick,823,100.0,10,90.0,0,Combat,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Glacial Lance,824,100.0,5,130.0,0,Glace,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Astral Barrage,825,100.0,5,120.0,0,Spectre,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
Eerie Spell,826,100.0,5,80.0,0,Psy,Generation Viii,Inflige des dégâts normaux with no additional effect.,Spécial
